Quizzes	Answered	Precision
87552	2782824	97.65625
87808	2787640	97.65625
88064	2791418	99.21875
88320	2795992	98.828125
88576	2801051	97.265625
88832	2805642	98.046875
89088	2809866	99.21875
89344	2814416	96.875
89600	2819346	97.265625
89856	2824564	96.484375
90112	2828917	98.4375
90368	2833325	98.828125
90624	2837530	98.828125
90880	2842206	96.875
91136	2847592	96.484375
91392	2852466	97.265625
91648	2857566	96.875
91904	2862153	98.4375
92160	2866875	96.875
92416	2871909	96.875
92672	2876618	96.875
92928	2881048	97.65625
93184	2885509	98.828125
93440	2890171	99.21875
93696	2894473	100
93952	2898850	98.828125
94208	2903213	97.65625
94464	2908119	97.65625
94720	2911960	98.828125
94976	2916140	98.828125
95232	2920700	98.046875
95488	2924888	97.265625
95744	2929308	97.65625
96000	2934233	96.09375
96256	2938306	98.046875
96512	2942442	98.4375
96768	2946524	98.046875
97024	2950516	99.21875
97280	2955257	97.65625
97536	2959624	98.4375
97792	2963717	100
98048	2967801	98.828125
98304	2971945	98.828125
98560	2975972	98.4375
98816	2981059	96.875
99072	2985822	98.828125
99328	2990666	97.265625
99584	2994954	98.4375
99840	2999461	98.046875
100096	3004005	98.046875
100352	3008423	98.046875
100608	3012609	98.828125
100864	3016947	98.4375
101120	3021517	98.828125
101376	3025656	98.046875
101632	3029947	98.4375
101888	3034769	98.046875
102144	3039120	99.609375
102400	3043440	98.4375
102656	3048037	98.4375
102912	3052562	98.046875
103168	3057676	96.875
103424	3061881	99.21875
103680	3066380	97.265625
103936	3070380	99.21875
104192	3074200	99.21875
104448	3078445	98.046875
104704	3082781	98.4375
104960	3087508	97.65625
105216	3091766	98.828125
105472	3096466	97.65625
105728	3100862	98.4375
105984	3104715	98.828125
106240	3108869	99.21875
106496	3113484	97.65625
106752	3117971	98.828125
107008	3122208	98.4375
107264	3126442	100
107520	3130703	97.65625
107776	3134682	99.21875
108032	3138456	98.828125
108288	3143668	96.484375
108544	3148460	96.875
108800	3152915	98.4375
109056	3157160	99.609375
109312	3161776	97.265625
109568	3165774	99.21875
109824	3170044	99.609375
110080	3175010	97.265625
110336	3179196	98.828125
110592	3183405	99.609375
110848	3188187	98.4375
111104	3191957	99.609375
111360	3195983	98.828125
111616	3200245	98.828125
111872	3204336	98.828125
112128	3208834	98.046875
112384	3213051	99.21875
112640	3217153	99.21875
112896	3221549	99.609375
113152	3226299	97.65625
113408	3231021	97.265625
113664	3234880	99.21875
113920	3239137	99.21875
114176	3243245	98.4375
114432	3247437	98.828125
114688	3251608	99.609375
114944	3255574	99.609375
115200	3259631	99.609375
115456	3263841	99.21875
115712	3267661	99.21875
115968	3272007	97.65625
116224	3276025	98.4375
116480	3279984	100
116736	3283514	98.4375
116992	3287747	98.828125
117248	3292055	98.046875
117504	3296060	98.4375
117760	3300589	98.4375
118016	3304744	98.828125
118272	3308634	98.828125
118528	3312729	98.828125
118784	3316672	99.21875
119040	3320329	99.21875
119296	3324527	98.4375
119552	3328498	99.21875
119808	3332720	98.828125
120064	3337136	98.046875
120320	3341011	98.828125
120576	3345206	99.609375
120832	3349571	98.046875
121088	3353538	98.828125
121344	3357174	100
121600	3361815	98.046875
121856	3365424	100
122112	3369674	98.4375
122368	3373286	99.609375
122624	3377171	100
122880	3381991	98.046875
123136	3386000	99.21875
123392	3390515	98.828125
123648	3395063	98.828125
123904	3398870	99.609375
124160	3403399	98.046875
124416	3407767	98.046875
124672	3412066	98.4375
124928	3416230	98.828125
125184	3419853	99.609375
125440	3424070	99.21875
125696	3427948	98.828125
125952	3431913	99.21875
126208	3435857	99.609375
126464	3439709	99.609375
126720	3444050	98.046875
126976	3447625	98.046875
127232	3452425	99.21875
127488	3456210	99.21875
127744	3460136	99.609375
128000	3464067	99.609375
128256	3468092	99.21875
128512	3472145	98.046875
128768	3476558	98.828125
129024	3480610	99.609375
129280	3484490	99.609375
129536	3488070	100
129792	3491838	99.609375
130048	3495665	100
130304	3499592	99.21875
130560	3504093	98.4375
130816	3507763	98.828125
131072	3511731	99.21875
131328	3515664	100
131584	3519309	99.21875
131840	3523720	99.609375
132096	3527387	99.21875
132352	3531644	98.828125
132608	3535749	98.828125
132864	3539778	98.828125
133120	3543738	99.21875
133376	3547501	99.609375
133632	3551891	99.609375
133888	3555994	98.828125
134144	3559954	99.21875
134400	3563836	98.828125
134656	3568240	98.828125
134912	3572628	98.046875
135168	3576750	98.828125
135424	3581095	98.828125
135680	3585342	98.828125
135936	3589481	99.21875
136192	3593874	99.609375
136448	3597859	99.21875
136704	3602304	98.828125
136960	3606214	98.046875
137216	3610169	100
137472	3613777	99.609375
137728	3617828	99.609375
137984	3621773	98.828125
138240	3625507	99.21875
138496	3629118	100
138752	3632951	100
139008	3637118	98.4375
139264	3641535	98.4375
139520	3645443	99.609375
139776	3649336	98.4375
140032	3653823	99.609375
140288	3657831	99.609375
140544	3661727	98.828125
140800	3665345	99.609375
141056	3669425	99.21875
141312	3673480	99.609375
141568	3677485	99.609375
141824	3681411	99.21875
142080	3685187	99.21875
142336	3689254	99.609375
142592	3693361	99.21875
142848	3697301	98.828125
143104	3701534	98.4375
143360	3705720	99.21875
143616	3709873	99.609375
143872	3714107	98.828125
144128	3717969	100
144384	3722117	98.828125
144640	3726264	99.609375
144896	3730447	99.21875
145152	3734485	99.609375
145408	3738197	100
145664	3742162	99.609375
145920	3746235	99.21875
146176	3750185	98.828125
146432	3754195	99.21875
146688	3758129	98.828125
146944	3761946	100
147200	3765939	99.609375
147456	3769607	98.828125
147712	3773630	99.609375
147968	3777614	99.21875
148224	3781825	98.828125
148480	3785491	100
148736	3789446	98.828125
148992	3793534	99.21875
149248	3797185	99.21875
149504	3800934	99.609375
149760	3804992	99.609375
150016	3808960	99.21875
150272	3812701	100
150528	3816888	98.4375
150784	3820781	99.21875
151040	3824573	99.21875
151296	3828330	98.828125
151552	3832215	99.609375
151808	3835926	99.609375
152064	3839927	99.21875
152320	3844232	99.21875
152576	3848447	99.609375
152832	3852165	99.609375
153088	3856189	100
153344	3860114	100
153600	3863775	99.609375
153856	3867548	100
154112	3871625	98.828125
154368	3875495	100
154624	3879553	99.609375
154880	3882991	99.609375
155136	3886770	99.21875
155392	3890402	99.21875
155648	3894396	100
155904	3898011	99.609375
156160	3901999	99.609375
156416	3905674	99.21875
156672	3909736	99.609375
156928	3913694	99.609375
157184	3917910	100
157440	3921703	99.21875
157696	3925159	98.828125
157952	3929202	99.21875
158208	3932599	100
158464	3936397	100
158720	3940366	99.609375
158976	3944632	98.828125
159232	3948434	99.21875
159488	3951892	100
159744	3955607	99.609375
160000	3959781	99.21875
160256	3963349	100
160512	3967111	99.21875
160768	3970776	99.21875
161024	3974724	98.828125
161280	3978310	99.21875
161536	3982098	99.21875
161792	3986008	99.609375
162048	3989914	99.609375
162304	3993478	99.21875
162560	3997377	99.609375
162816	4000805	100
163072	4004277	99.609375
163328	4007965	100
163584	4011852	99.609375
163840	4015774	99.21875
164096	4019370	99.609375
164352	4023332	99.609375
164608	4027303	99.609375
164864	4031252	100
165120	4034895	99.21875
165376	4038861	100
165632	4042974	98.828125
165888	4046626	99.21875
166144	4050279	100
166400	4054037	100
166656	4057469	99.609375
166912	4061269	100
167168	4064937	99.21875
167424	4068789	99.609375
167680	4072638	99.609375
167936	4076507	99.21875
168192	4079825	100
168448	4084042	100
168704	4087627	100
168960	4091462	100
169216	4095312	99.609375
169472	4099404	99.609375
169728	4103639	99.21875
169984	4107357	100
170240	4110954	100
170496	4115261	99.609375
170752	4119335	99.21875
171008	4122918	99.21875
171264	4126822	99.609375
171520	4130891	99.21875
171776	4134810	100
172032	4138703	98.828125
172288	4142674	100
172544	4146320	100
172800	4150681	98.828125
173056	4154018	99.609375
173312	4157795	100
173568	4161693	99.609375
173824	4165819	99.21875
174080	4169537	99.609375
174336	4173432	99.609375
174592	4177347	100
174848	4180988	100
175104	4184368	100
175360	4188346	98.828125
175616	4192243	99.21875
175872	4196102	99.609375
176128	4199658	100
176384	4203682	99.609375
176640	4207020	99.609375
176896	4211299	99.21875
177152	4215065	100
177408	4218829	100
177664	4222703	99.609375
177920	4226400	99.609375
178176	4230006	100
178432	4234042	99.609375
178688	4238008	99.21875
178944	4241792	100
179200	4245203	100
179456	4249038	100
179712	4252850	100
179968	4256502	99.21875
180224	4260240	99.609375
180480	4264326	99.609375
180736	4268095	100
180992	4271967	99.609375
181248	4275724	99.609375
181504	4279485	99.21875
181760	4283239	100
182016	4287083	100
182272	4290959	99.21875
182528	4294390	99.609375
182784	4297775	100
183040	4301456	100
183296	4305605	99.21875
183552	4309301	99.609375
183808	4312886	99.609375
184064	4316700	99.609375
184320	4320185	100
184576	4323699	99.609375
184832	4327285	99.609375
185088	4331124	100
185344	4334453	100
185600	4338023	100
185856	4341260	100
186112	4345524	98.828125
186368	4349350	100
186624	4352832	100
186880	4356547	100
187136	4360380	99.609375
187392	4364078	100
187648	4368066	100
187904	4371790	99.609375
188160	4375520	99.609375
188416	4379147	99.21875
188672	4382660	100
188928	4386403	100
189184	4390547	100
189440	4394129	99.609375
189696	4398301	99.609375
189952	4401932	99.609375
190208	4405885	100
190464	4409731	99.609375
190720	4413594	99.609375
190976	4417472	100
191232	4421691	100
191488	4425507	100
191744	4429152	100
192000	4432750	100
192256	4436381	100
192512	4440489	98.4375
192768	4444081	99.609375
193024	4447786	100
193280	4451875	99.21875
193536	4455216	100
193792	4459012	100
194048	4462734	99.609375
194304	4466195	100
194560	4469605	99.609375
194816	4473365	99.21875
195072	4477021	99.609375
195328	4480851	100
195584	4484497	100
195840	4488040	100
196096	4491782	99.609375
196352	4495462	100
196608	4499631	99.609375
196864	4503484	100
197120	4507227	99.609375
197376	4511169	99.609375
197632	4514785	99.609375
197888	4518758	100
198144	4522539	99.609375
198400	4526052	100
198656	4529767	100
198912	4533811	99.609375
199168	4537452	99.609375
199424	4541243	99.609375
199680	4545169	99.21875
199936	4548911	99.609375
200192	4552385	100
200448	4555723	100
200704	4559923	100
200960	4563644	99.609375
201216	4566959	100
201472	4570301	100
201728	4573747	99.609375
201984	4577722	99.609375
202240	4581164	100
202496	4585086	98.828125
202752	4588734	100
203008	4592094	100
203264	4596270	99.609375
203520	4600095	99.609375
203776	4603956	99.21875
204032	4607951	99.21875
204288	4611575	99.609375
204544	4615250	99.609375
204800	4618849	99.609375
205056	4622786	99.21875
205312	4626493	99.609375
205568	4630222	99.21875
205824	4633897	100
206080	4637646	98.828125
206336	4641019	100
206592	4644536	100
206848	4648249	99.609375
207104	4651970	100
207360	4655807	100
207616	4659450	99.609375
207872	4663256	100
208128	4666935	100
208384	4670603	99.609375
208640	4674401	98.828125
208896	4677903	100
209152	4681458	99.21875
209408	4685404	99.609375
209664	4688892	100
209920	4692489	99.609375
210176	4696376	100
210432	4700146	99.609375
210688	4703881	99.609375
210944	4707466	100
211200	4710962	100
211456	4714635	100
211712	4718624	99.609375
211968	4722137	100
212224	4725587	99.609375
212480	4729166	100
212736	4732693	100
212992	4736252	99.21875
213248	4739611	100
213504	4743175	100
213760	4746711	100
214016	4750882	100
214272	4754273	100
214528	4758042	99.609375
214784	4761528	100
215040	4765255	99.609375
215296	4769215	100
215552	4773037	99.21875
215808	4776652	100
216064	4780169	100
216320	4783681	99.609375
216576	4787289	100
216832	4791073	100
217088	4794379	100
217344	4797992	99.609375
217600	4801849	99.609375
217856	4805639	100
218112	4809379	99.609375
218368	4812978	100
218624	4816373	100
218880	4820123	100
219136	4824105	99.609375
219392	4828156	99.609375
219648	4831646	100
219904	4835770	98.828125
220160	4839545	99.21875
220416	4843295	100
220672	4847306	100
220928	4850969	100
221184	4854782	99.609375
221440	4858374	100
221696	4861893	99.609375
221952	4865972	100
222208	4869740	99.609375
222464	4873637	100
222720	4876831	100
222976	4880668	99.609375
223232	4884286	99.609375
223488	4888001	100
223744	4891457	100
224000	4895184	99.609375
224256	4899039	100
224512	4903065	99.21875
224768	4906501	99.609375
225024	4910115	99.609375
225280	4913691	100
225536	4917434	99.609375
225792	4921391	99.609375
226048	4925137	100
226304	4928766	100
226560	4932191	100
226816	4935968	100
227072	4939392	100
227328	4943179	99.21875
227584	4946845	99.609375
227840	4950532	100
228096	4954068	99.609375
228352	4957737	100
228608	4961217	100
228864	4964799	99.609375
229120	4968718	100
229376	4972643	100
229632	4975974	100
229888	4979572	99.609375
230144	4982988	100
230400	4986693	99.609375
230656	4990234	100
230912	4993970	99.21875
231168	4997742	99.609375
231424	5001302	99.609375
231680	5004871	99.609375
231936	5008407	100
232192	5012122	100
232448	5015913	100
232704	5019715	99.609375
232960	5023452	100
233216	5026885	99.609375
233472	5030803	99.21875
233728	5034463	100
233984	5037762	100
234240	5041374	100
234496	5045339	100
234752	5048891	100
235008	5052383	100
235264	5056277	100
235520	5059977	99.609375
235776	5063206	100
236032	5066316	100
236288	5069977	100
236544	5073756	100
236800	5077484	100
237056	5081000	100
237312	5084600	99.609375
237568	5087961	100
237824	5091703	100
238080	5095602	99.609375
238336	5099543	99.609375
238592	5103345	100
238848	5107169	99.609375
239104	5110585	99.609375
239360	5114431	99.609375
239616	5117976	100
239872	5121706	99.609375
240128	5125254	100
240384	5128730	99.609375
240640	5132320	100
240896	5135756	100
241152	5139711	99.609375
241408	5143790	99.21875
241664	5147365	100
241920	5151230	99.21875
242176	5154851	99.21875
242432	5158610	99.609375
242688	5162572	99.609375
242944	5166201	100
243200	5170153	99.609375
243456	5173497	100
243712	5177125	100
243968	5180515	100
244224	5183895	100
244480	5188025	100
244736	5191635	100
244992	5195339	99.609375
245248	5198818	100
245504	5202717	100
245760	5206618	99.21875
246016	5210076	100
246272	5213460	100
246528	5216973	100
246784	5220457	100
247040	5224191	100
247296	5227903	99.609375
247552	5231597	99.609375
247808	5235096	100
248064	5238692	100
248320	5242140	99.609375
248576	5246001	100
248832	5249619	100
249088	5253363	99.609375
249344	5257098	99.609375
249600	5260205	100
249856	5263664	100
250112	5267297	100
250368	5270815	100
250624	5274410	100
250880	5278037	100
251136	5281617	100
251392	5285188	100
251648	5288764	100
251904	5292445	100
252160	5295986	100
252416	5299112	100
252672	5303166	99.21875
252928	5307086	100
253184	5310331	100
253440	5314204	99.609375
253696	5318591	99.21875
253952	5322048	100
254208	5325887	100
254464	5329466	100
254720	5333130	100
254976	5336680	100
255232	5340700	100
255488	5343989	100
255744	5347554	100
256000	5351644	99.609375
256256	5355623	100
256512	5359287	100
256768	5362690	100
257024	5366152	100
257280	5369586	100
257536	5373354	100
257792	5377156	100
258048	5380632	99.21875
258304	5384074	100
258560	5387683	100
258816	5391430	100
259072	5395263	99.609375
259328	5399031	100
259584	5402460	99.609375
259840	5405957	100
260096	5409616	100
260352	5413198	100
260608	5417045	100
260864	5420630	100
261120	5423981	100
261376	5427272	100
261632	5431059	99.609375
261888	5435078	99.609375
262144	5438686	100
262400	5442384	98.828125
262656	5446003	100
262912	5449498	99.609375
263168	5453080	100
263424	5456556	100
263680	5460275	99.609375
263936	5464335	100
264192	5467988	100
264448	5471727	100
264704	5475437	99.609375
264960	5479233	100
265216	5482842	100
265472	5486933	99.609375
265728	5490639	100
265984	5494338	100
266240	5497622	100
266496	5501477	99.21875
266752	5505345	100
267008	5509271	100
267264	5512485	100
267520	5515945	100
267776	5519116	100
268032	5522762	100
268288	5526500	100
268544	5530236	99.609375
268800	5533835	100
269056	5537749	99.21875
269312	5541415	100
269568	5545134	99.609375
269824	5548830	100
270080	5552718	99.609375
270336	5556258	100
270592	5560046	100
270848	5563663	99.609375
271104	5567385	100
271360	5570954	100
271616	5574737	99.609375
271872	5578681	99.609375
272128	5582344	99.609375
272384	5585874	100
272640	5589749	100
272896	5593700	99.609375
273152	5596944	100
273408	5600473	100
273664	5604476	100
273920	5607973	100
274176	5612049	100
274432	5615470	100
274688	5619249	99.21875
274944	5623160	99.609375
275200	5626646	100
275456	5630214	100
275712	5633823	99.609375
275968	5637424	99.609375
276224	5641342	100
276480	5644408	100
276736	5647936	100
276992	5651539	100
277248	5655013	100
277504	5659101	100
277760	5662326	100
278016	5665796	100
278272	5669658	99.609375
278528	5673320	100
278784	5677056	100
279040	5680658	99.609375
279296	5684031	100
279552	5687608	100
279808	5691144	100
280064	5694486	100
280320	5698359	100
280576	5701904	100
280832	5705311	99.609375
281088	5708934	100
281344	5712531	100
281600	5716391	100
281856	5719762	99.609375
282112	5723454	100
282368	5727568	100
282624	5731377	100
282880	5735394	100
283136	5738944	100
283392	5742220	99.609375
283648	5745569	99.609375
283904	5749189	100
284160	5752786	100
284416	5756472	99.609375
284672	5760018	100
284928	5763949	100
285184	5767995	99.609375
285440	5771812	99.609375
285696	5775590	100
285952	5779358	100
286208	5782781	100
286464	5786681	100
286720	5789866	100
286976	5793544	100
287232	5796958	100
287488	5800715	100
287744	5804564	100
288000	5808100	99.21875
288256	5811791	99.21875
288512	5815553	100
288768	5818920	100
289024	5823124	100
289280	5826803	100
289536	5830137	100
289792	5833962	99.609375
290048	5837404	100
290304	5840902	100
290560	5845016	100
290816	5848590	100
291072	5852061	100
291328	5855445	100
291584	5858967	100
291840	5862561	99.609375
292096	5866229	99.21875
292352	5869692	100
292608	5873216	99.609375
292864	5876903	100
293120	5880724	100
293376	5884322	100
293632	5887887	100
293888	5891673	100
294144	5895368	100
294400	5898790	99.21875
294656	5902318	100
294912	5905889	100
295168	5909590	100
295424	5913127	100
295680	5916648	100
295936	5920300	99.609375
296192	5923918	99.609375
296448	5927328	100
296704	5930879	100
296960	5934415	100
297216	5937991	100
297472	5941335	100
297728	5945043	100
297984	5948486	100
298240	5951769	100
298496	5955663	100
298752	5959322	100
299008	5962761	100
299264	5966192	99.609375
299520	5969958	100
299776	5973740	99.609375
300032	5977715	99.609375
300288	5981221	100
300544	5984973	100
300800	5988980	100
301056	5992333	100
301312	5996341	99.609375
301568	5999890	100
301824	6003523	99.609375
302080	6007134	100
302336	6010837	100
302592	6014119	100
302848	6017957	99.609375
303104	6021467	100
303360	6025291	100
303616	6029127	100
303872	6032601	100
304128	6035838	100
304384	6039687	100
304640	6043432	100
304896	6047039	99.609375
305152	6051111	100
305408	6054473	100
305664	6058111	100
305920	6061852	100
306176	6065219	100
306432	6068622	100
306688	6072685	99.609375
306944	6075886	100
307200	6079556	100
307456	6083142	100
307712	6087165	100
307968	6090650	100
308224	6094297	100
308480	6097716	100
308736	6101165	100
308992	6104521	100
309248	6108446	100
309504	6112029	100
309760	6115432	100
310016	6119229	99.609375
310272	6122788	99.609375
310528	6126144	100
310784	6129779	100
311040	6133197	100
311296	6137323	100
311552	6140955	99.21875
311808	6144504	100
312064	6148382	100
312320	6152146	99.609375
312576	6155864	99.609375
312832	6159408	99.609375
313088	6162935	99.609375
313344	6166430	100
313600	6170208	100
313856	6173438	100
314112	6176947	100
314368	6180760	100
314624	6184642	99.609375
314880	6187944	100
315136	6191450	100
315392	6195200	100
315648	6198924	99.609375
315904	6202558	100
316160	6206354	100
316416	6210508	99.609375
316672	6214202	100
316928	6217729	100
317184	6221613	100
317440	6225659	100
317696	6228828	99.609375
317952	6232454	100
318208	6235903	100
318464	6239588	100
318720	6243262	99.609375
318976	6247203	100
319232	6250492	100
319488	6253621	100
319744	6257354	99.609375
320000	6260869	100
320256	6264622	100
320512	6268414	99.609375
320768	6272357	100
321024	6275725	100
321280	6279039	100
321536	6282457	100
321792	6285895	100
322048	6289547	100
322304	6293377	99.609375
322560	6296939	100
322816	6300178	100
323072	6303709	100
323328	6307466	99.609375
323584	6310922	100
323840	6314608	100
324096	6317991	100
324352	6321459	100
324608	6325196	100
324864	6328737	100
325120	6332258	100
325376	6336200	100
325632	6339828	100
325888	6343353	100
326144	6346985	99.609375
326400	6350599	100
326656	6354549	99.609375
326912	6358278	100
327168	6362001	100
327424	6365772	100
327680	6369209	100
327936	6372681	100
328192	6376397	99.21875
328448	6379610	100
